dataset,site,image_resized,mask_resized
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C9_PB_PP_T3_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C9_PB_PP_T3_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C8_Gr_PM_T1_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C8_Gr_PM_T1_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C6_PB_PSb_T2_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C6_PB_PSb_T2_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_BC_EP_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C7_BC_EP_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C13_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_Gr_PSa_T2_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C4_Gr_PSa_T2_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_Gr_PM_T1_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C4_Gr_PM_T1_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_PB_PP_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C1_PB_PP_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_PB_PM_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C4_PB_PM_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C12_Gr_PM_T2_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_Gy_PM_T3_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C4_Gy_PM_T3_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_ESa_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESa_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C4_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C16_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C16_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C8_Gy_PSb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C8_Gy_PSb_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_BC_PM_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C2_BC_PM_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C6_BC_EP_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C6_BC_EP_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C3_PB_PSb_T2_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C3_PB_PSb_T2_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C9_BC_PSa_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C9_BC_PSa_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_Gy_EM_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C2_Gy_EM_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_Gy_ESb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C2_Gy_ESb_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C5_BC_PSb_T3_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C5_BC_PSb_T3_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C17_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C17_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_BC_ESb_T3_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C7_BC_ESb_T3_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C6_BC_ESa_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C6_BC_ESa_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_BC_ESa_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C7_BC_ESa_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C9_BC_EP_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C9_BC_EP_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_Gy_ESb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C4_Gy_ESb_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C10_PB_PM_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C10_PB_PM_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_PB_PSb_T2_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C13_PB_PSb_T2_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C4_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C9_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C9_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C8_PB_PSb_T2_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C8_PB_PSb_T2_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_Gy_ESb_T3_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C4_Gy_ESb_T3_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C3_BC_PP_T1_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C3_BC_PP_T1_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C2_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_Gy_ESb_T3_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C7_Gy_ESb_T3_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_Gy_EP_T2_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C2_Gy_EP_T2_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C8_PB_PP_T3_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C8_PB_PP_T3_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C5_PB_PM_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C5_PB_PM_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PSa_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PSa_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C6_Gy_ESa_T1_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C6_Gy_ESa_T1_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_Gy_PP_T1_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C2_Gy_PP_T1_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C14_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C9_Gy_ESa_T1_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C9_Gy_ESa_T1_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C2_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C7_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_Gy_ESa_T3_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C7_Gy_ESa_T3_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_Gy_PP_T3_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C2_Gy_PP_T3_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C6_Gy_PSb_T3_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C6_Gy_PSb_T3_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C5_PB_PSA_T1_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C5_PB_PSA_T1_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_Gr_PM_T3_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C7_Gr_PM_T3_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C9_PB_PM_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C9_PB_PM_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PP_T2_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PP_T2_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C8_Gy_PM_T3_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C8_Gy_PM_T3_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C9_Gy_ESb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C9_Gy_ESb_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_Gy_ESa_T1_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C4_Gy_ESa_T1_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C3_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C3_Gr_PM_T2_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PSb_T1_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PSb_T1_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_ESb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_ESb_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_PB_PSA_T3_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C12_PB_PSA_T3_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C6_BC_EM_T2_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C6_BC_EM_T2_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C9_Gy_EP_T3_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C9_Gy_EP_T3_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_BC_EM_T3_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C2_BC_EM_T3_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_BC_EP_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C2_BC_EP_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_BC_PSa_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C7_BC_PSa_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C8_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C8_Gr_PM_T2_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_BC_PM_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C7_BC_PM_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C3_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C3_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C6_Gy_PSa_T1_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C6_Gy_PSa_T1_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_EP_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_EP_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C10_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C10_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C14_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C8_Gy_ESb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C8_Gy_ESb_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C5_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C5_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C14_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C5_Gy_EM_T2_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C5_Gy_EM_T2_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C2_PB_PM_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C2_PB_PM_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C7_BC_EM_T2_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C7_BC_EM_T2_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C10_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C10_Gr_PM_T2_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C10_BC_PM_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C10_BC_PM_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C10_BC_PSb_T1_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C10_BC_PSb_T1_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PM_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PM_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C6_BC_EM_T1_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C6_BC_EM_T1_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_PB_PM_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C12_PB_PM_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C4_BC_PP_T3_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C4_BC_PP_T3_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C8_Gy_PP_T2_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C8_Gy_PP_T2_27nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C6_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C6_Gr_PM_T2_30nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C8_Gy_PP_T2_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C8_Gy_PP_T2_27nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C10_BC_PSb_T1_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C10_BC_PSb_T1_29nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C10_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C10_Gr_PM_T2_30nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C1_Gy_PSb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PSb_T1_27nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C11_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C7_Gr_PSa_T2_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C7_Gr_PSa_T2_30nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C7_BC_PSa_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C7_BC_PSa_T1_29nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C8_PB_PSA_T1_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C8_PB_PSA_T1_19nov24_HBenavides_Corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C7_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C7_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C1_BC_ESa_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESa_T3_29nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C9_Gr_PP_T1_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C9_Gr_PP_T1_30nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C1_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C1_BC_ESb_T1_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESb_T1_29nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C7_Gr_PP_T2_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C7_Gr_PP_T2_30nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C6_Gy_ESa_T2_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C6_Gy_ESa_T2_27nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C9_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C9_BC_PM_T1_29nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C2_PB_PSb_T2_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C2_PB_PSb_T2_19nov24_HBenavides_Corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C6_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C6_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C4_Gy_EP_T1_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C4_Gy_EP_T1_27nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C16_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C16_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C8_Gy_PP_T1_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C8_Gy_PP_T1_27nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C1_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PM_T2_30nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C1_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PM_T2_30nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C1_Gy_PP_T2_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PP_T2_27nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C2_BC_ESa_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C2_BC_ESa_T1_29nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C7_Gy_ESa_T1_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C7_Gy_ESa_T1_27nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C6_Gy_PSa_T2_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C6_Gy_PSa_T2_27nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C2_Gy_ESb_T2_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C2_Gy_ESb_T2_27nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C7_BC_ESa_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C7_BC_ESa_T2_29nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C2_BC_EP_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C2_BC_EP_T3_29nov24_CDaza_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C10_Gr_PP_T1_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C10_Gr_PP_T1_30nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C10_Gr_PM_T3_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C10_Gr_PM_T3_30nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C1_Gy_EP_T2_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_EP_T2_27nov24_HBenavides_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C9_Gr_PM_T3_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C9_Gr_PM_T3_30nov24_CGomez_corr_mask.png
bleaching_UNAL,bleached,../coral_project_outputs\resized_data\C2_BC_EM_T2_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C2_BC_EM_T2_29nov24_CGomez_corr_mask.png
